timestamp_s,mode,voltage_V,current_A,power_W
0.92,TRANSIT,5.168000221252441,1.1519999504089355,5.953536033630371
1.92,TRANSIT,5.168000221252441,1.1039999723434448,5.705471992492676
2.91,TRANSIT,5.159999847412109,1.4160000085830688,7.306560039520264
3.92,TRANSIT,5.168000221252441,1.1679999828338623,6.036223888397217
4.92,TRANSIT,5.168000221252441,1.2319999933242798,6.366975784301758
5.92,TRANSIT,5.168000221252441,1.0640000104904175,5.498752117156982
6.91,TRANSIT,5.176000118255615,1.0399999618530273,5.383039951324463
7.92,TRANSIT,5.176000118255615,1.0399999618530273,5.383039951324463
8.92,TRANSIT,5.176000118255615,1.0479999780654907,5.424448013305664
9.92,TRANSIT,5.168000221252441,1.159999966621399,5.994880199432373
10.92,DECISION,5.168000221252441,1.2239999771118164,6.325632095336914
11.92,DECISION,5.159999847412109,1.2879999876022339,6.646080017089844
12.91,DECISION,5.159999847412109,1.4160000085830688,7.306560039520264
13.92,DECISION,5.159999847412109,1.3680000305175781,7.058879852294922
14.92,DECISION,5.159999847412109,1.3760000467300415,7.100160121917725
15.91,STANDBY,5.168000221252441,1.1119999885559082,5.746816158294678
16.92,STANDBY,5.168000221252441,1.1519999504089355,5.953536033630371
17.91,TRANSIT,5.168000221252441,1.0720000267028809,5.540095806121826
18.92,TRANSIT,5.168000221252441,1.0959999561309814,5.664127826690674
19.92,TRANSIT,5.168000221252441,1.184000015258789,6.118912220001221
20.92,TRANSIT,5.168000221252441,1.0720000267028809,5.540095806121826
21.92,TRANSIT,5.176000118255615,1.0399999618530273,5.383039951324463
22.91,TRANSIT,5.176000118255615,1.0399999618530273,5.383039951324463
23.92,TRANSIT,5.168000221252441,1.0399999618530273,5.374720096588135
24.91,TRANSIT,5.168000221252441,1.159999966621399,5.994880199432373
25.92,TRANSIT,5.168000221252441,1.055999994277954,5.4574079513549805
26.92,TRANSIT,5.168000221252441,1.0640000104904175,5.498752117156982
27.91,DECISION,5.168000221252441,1.215999960899353,6.284287929534912
28.91,DECISION,5.168000221252441,1.2319999933242798,6.366975784301758
29.92,DECISION,5.159999847412109,1.3839999437332153,7.141439914703369
30.92,DECISION,5.168000221252441,1.1519999504089355,5.953536033630371
31.92,DECISION,5.168000221252441,1.1119999885559082,5.746816158294678
32.91,STANDBY,5.159999847412109,1.4559999704360962,7.512959957122803
33.92,STANDBY,5.168000221252441,1.25600004196167,6.4910078048706055
34.92,TRANSIT,5.168000221252441,1.1920000314712524,6.1602559089660645
35.91,TRANSIT,5.168000221252441,1.0640000104904175,5.498752117156982
36.92,TRANSIT,5.168000221252441,1.055999994277954,5.4574079513549805
37.92,TRANSIT,5.176000118255615,1.0399999618530273,5.383039951324463
38.92,TRANSIT,5.176000118255615,1.0479999780654907,5.424448013305664
39.92,TRANSIT,5.168000221252441,1.1519999504089355,5.953536033630371
40.92,TRANSIT,5.168000221252441,1.1039999723434448,5.705471992492676
41.92,TRANSIT,5.168000221252441,1.0720000267028809,5.540095806121826
42.92,TRANSIT,5.176000118255615,1.055999994277954,5.465856075286865
43.91,TRANSIT,5.168000221252441,1.0720000267028809,5.540095806121826
44.91,DECISION,5.159999847412109,1.343999981880188,6.93503999710083
45.92,DECISION,5.159999847412109,1.2719999551773071,6.5635199546813965
46.92,DECISION,5.159999847412109,1.3919999599456787,7.182720184326172
47.92,DECISION,5.159999847412109,1.2960000038146973,6.687359809875488
48.92,DECISION,5.168000221252441,1.25600004196167,6.4910078048706055
49.92,STANDBY,5.168000221252441,1.2640000581741333,6.532351970672607
50.92,STANDBY,5.168000221252441,1.1360000371932983,5.870848178863525
51.92,TRANSIT,5.168000221252441,1.0640000104904175,5.498752117156982
52.91,TRANSIT,5.176000118255615,1.0479999780654907,5.424448013305664
53.91,TRANSIT,5.176000118255615,1.0479999780654907,5.424448013305664
54.91,TRANSIT,5.168000221252441,1.1440000534057617,5.912191867828369
55.92,TRANSIT,5.168000221252441,1.0880000591278076,5.62278413772583
56.91,TRANSIT,5.168000221252441,1.055999994277954,5.4574079513549805
57.91,TRANSIT,5.176000118255615,1.0399999618530273,5.383039951324463
58.91,TRANSIT,5.176000118255615,1.0479999780654907,5.424448013305664
59.91,TRANSIT,5.168000221252441,1.1519999504089355,5.953536033630371
60.91,TRANSIT,5.176000118255615,1.0479999780654907,5.424448013305664
61.91,DECISION,5.168000221252441,1.2079999446868896,6.24294376373291
62.91,DECISION,5.159999847412109,1.2960000038146973,6.687359809875488
63.91,DECISION,5.159999847412109,1.3040000200271606,6.728640079498291
64.91,DECISION,5.168000221252441,1.2400000095367432,6.40831995010376
65.91,DECISION,5.159999847412109,1.3680000305175781,7.058879852294922
66.92,STANDBY,5.159999847412109,1.2960000038146973,6.687359809875488
67.91,STANDBY,5.168000221252441,1.1200000047683716,5.7881598472595215
68.91,TRANSIT,5.168000221252441,1.0720000267028809,5.540095806121826
69.91,TRANSIT,5.168000221252441,1.2480000257492065,6.449664115905762
70.91,TRANSIT,5.168000221252441,1.0720000267028809,5.540095806121826
71.91,TRANSIT,5.168000221252441,1.0640000104904175,5.498752117156982
72.91,TRANSIT,5.176000118255615,1.055999994277954,5.465856075286865
73.91,TRANSIT,5.176000118255615,1.0479999780654907,5.424448013305664
74.91,TRANSIT,5.168000221252441,1.1519999504089355,5.953536033630371
75.91,TRANSIT,5.176000118255615,1.0479999780654907,5.424448013305664
76.92,TRANSIT,5.168000221252441,1.1039999723434448,5.705471992492676
77.91,TRANSIT,5.176000118255615,1.055999994277954,5.465856075286865
78.92,DECISION,5.168000221252441,1.2079999446868896,6.24294376373291
79.92,DECISION,5.159999847412109,1.3279999494552612,6.852479934692383
80.91,DECISION,5.159999847412109,1.3040000200271606,6.728640079498291
81.92,DECISION,5.1519999504089355,1.503999948501587,7.748608112335205
82.91,DECISION,5.159999847412109,1.312000036239624,6.7699198722839355
83.91,STANDBY,5.168000221252441,1.1119999885559082,5.746816158294678
84.91,STANDBY,5.159999847412109,1.2879999876022339,6.646080017089844
85.92,TRANSIT,5.168000221252441,1.0880000591278076,5.62278413772583
86.91,TRANSIT,5.176000118255615,1.055999994277954,5.465856075286865
87.91,TRANSIT,5.176000118255615,1.0399999618530273,5.383039951324463
88.91,TRANSIT,5.176000118255615,1.0399999618530273,5.383039951324463
89.92,TRANSIT,5.168000221252441,1.1519999504089355,5.953536033630371
90.91,TRANSIT,5.176000118255615,1.0479999780654907,5.424448013305664
91.91,TRANSIT,5.168000221252441,1.0720000267028809,5.540095806121826
92.91,TRANSIT,5.176000118255615,1.0479999780654907,5.424448013305664
93.91,TRANSIT,5.176000118255615,1.055999994277954,5.465856075286865
94.91,TRANSIT,5.168000221252441,1.159999966621399,5.994880199432373
95.91,DECISION,5.168000221252441,1.2319999933242798,6.366975784301758
96.92,DECISION,5.168000221252441,1.25600004196167,6.4910078048706055
97.92,DECISION,5.159999847412109,1.3040000200271606,6.728640079498291
98.91,DECISION,5.159999847412109,1.4559999704360962,7.512959957122803
99.92,DECISION,5.159999847412109,1.3359999656677246,6.8937602043151855
100.92,STANDBY,5.168000221252441,1.1759999990463257,6.077568054199219
101.92,STANDBY,5.168000221252441,1.0880000591278076,5.62278413772583
102.92,TRANSIT,5.176000118255615,1.055999994277954,5.465856075286865
103.92,TRANSIT,5.176000118255615,1.0399999618530273,5.383039951324463
104.91,TRANSIT,5.168000221252441,1.1440000534057617,5.912191867828369
105.91,TRANSIT,5.176000118255615,1.0479999780654907,5.424448013305664
106.91,TRANSIT,5.168000221252441,1.0800000429153442,5.581439971923828
107.91,TRANSIT,5.176000118255615,1.055999994277954,5.465856075286865
108.91,TRANSIT,5.176000118255615,1.0399999618530273,5.383039951324463
109.92,TRANSIT,5.168000221252441,1.159999966621399,5.994880199432373
110.91,TRANSIT,5.176000118255615,1.0479999780654907,5.424448013305664
111.91,TRANSIT,5.176000118255615,1.0479999780654907,5.424448013305664
112.92,DECISION,5.168000221252441,1.215999960899353,6.284287929534912
113.92,DECISION,5.168000221252441,1.2719999551773071,6.573696136474609
114.91,DECISION,5.159999847412109,1.3919999599456787,7.182720184326172
115.91,DECISION,5.168000221252441,1.1360000371932983,5.870848178863525
116.91,DECISION,5.159999847412109,1.3919999599456787,7.182720184326172
117.91,STANDBY,5.168000221252441,1.2480000257492065,6.449664115905762
118.91,STANDBY,5.168000221252441,1.0880000591278076,5.62278413772583
119.91,TRANSIT,5.168000221252441,1.184000015258789,6.118912220001221
